unit,symbol,source_path,size,fuzzy,gap,priority,db_statuses,run_target_rows,lease_count,worker_session_count,ever_leased_or_event
main/melee/gr/grcorneria,grCorneria_801E1BF0,src/melee/gr/grcorneria.c,1312,99.98171,0.01829,370677.5450,queued:2,2,0,0,False
main/melee/ty/tyfigupon,un_80317A60,src/melee/ty/tyfigupon.c,800,99.97000,0.03000,159808.0864,no_db_target,0,0,0,False
main/melee/ft/chara/ftYoshi/ftYs_SpecialS,ftYs_SpecialAirSLoop_2_Coll,src/melee/ft/chara/ftYoshi/ftYs_SpecialS.c,1244,99.92926,0.07074,122911.4403,no_db_target,0,0,0,False
main/melee/lb/lb_00F9,fn_80013614,src/melee/lb/lb_00F9.c,664,99.95180,0.04820,91103.4784,queued:1,1,0,0,False
main/melee/ty/toy,un_803087F4,src/melee/ty/toy.c,1492,99.86595,0.13405,82416.7146,queued:1,1,0,0,False
main/melee/it/items/itlinkhookshot,it_802A7B34,src/melee/it/items/itlinkhookshot.c,524,99.95420,0.04580,74987.9127,stalled:1,1,1,0,True
main/melee/ft/ftmaterial,ftMaterial_800BF6BC,src/melee/ft/ftmaterial.c,1168,99.86301,0.13699,63223.0636,no_db_target,0,0,0,False
main/melee/vi/vi1201v2,un_80320A40_OnEnter,src/melee/vi/vi1201v2.c,1708,99.62060,0.37940,34560.8315,stalled:1,1,1,0,True
main/melee/mn/mndiagram,mnDiagram_802437E8,src/melee/mn/mndiagram.c,596,99.82550,0.17450,25662.9072,queued:2,2,0,0,False
main/melee/ef/efsync,efSync_Spawn,src/melee/ef/efsync.c,8084,98.80405,1.19595,25553.9177,no_db_target,0,0,0,False
main/melee/gr/grkongo,grKongo_801D6668,src/melee/gr/grkongo.c,836,99.71292,0.28708,22255.0506,stalled:1,1,1,0,True
main/melee/mn/mnitemsw,mnItemSw_8023453C,src/melee/mn/mnitemsw.c,1768,99.38236,0.61764,21983.4226,no_db_target,0,0,0,False
main/melee/ft/chara/ftCommon/ftCo_WarpStar,ftCo_800C4724,src/melee/ft/chara/ftCommon/ftCo_WarpStar.c,308,99.87013,0.12987,17525.0227,no_db_target,0,0,0,False
main/melee/ty/toy,un_80310324,src/melee/ty/toy.c,828,99.27536,0.72464,8758.1350,queued:1,1,0,0,False
main/melee/gm/gmtou,fn_8019D1BC,src/melee/gm/gmtou.c,2980,98.71410,1.28590,8734.1393,queued:1,1,0,0,False
main/melee/gm/gm_16F1,gm_80173754,src/melee/gm/gm_16F1.c,132,99.87878,0.12122,8008.8491,stalled:1,1,1,0,True
main/sysdolphin/baselib/particle,hsd_80396A20,src/sysdolphin/baselib/particle.c,600,99.30000,0.70000,6573.2460,stalled:1,1,1,0,True
main/melee/ty/tyfigupon,fn_80316170,src/melee/ty/tyfigupon.c,540,99.36296,0.63704,6508.0473,queued:1,1,0,0,False
main/melee/gm/gmtou,gm_8019ECAC_OnEnter,src/melee/gm/gmtou.c,424,99.40566,0.59434,5480.4845,no_db_target,0,0,0,False
main/melee/mp/mpcoll,mpColl_80046904,src/melee/mp/mpcoll.c,1652,98.49395,1.50605,4101.9912,no_db_target,0,0,0,False
main/melee/gm/gm_19EF,fn_8019F9C4,src/melee/gm/gm_19EF.c,4172,97.95973,2.04027,3747.6028,no_db_target,0,0,0,False
main/melee/mn/mnitemsw,mnItemSw_802351A0,src/melee/mn/mnitemsw.c,1824,98.17982,1.82018,3704.0874,no_db_target,0,0,0,False
main/melee/lb/lbmemory,lbMemory_80014FC8,src/melee/lb/lbmemory.c,296,99.32433,0.67567,3361.1394,stalled:1,1,1,0,True
main/melee/it/items/itarwinglaser,it_802E7654,src/melee/it/items/itarwinglaser.c,884,98.95475,1.04525,3212.9464,queued:1,1,0,0,False
main/melee/mn/mndiagram,mnDiagram_802427B4,src/melee/mn/mndiagram.c,900,98.84444,1.15556,2948.3457,queued:2,2,0,0,False
main/melee/ft/chara/ftYoshi/ftYs_SpecialS,ftYs_SpecialAirSLanding_Anim,src/melee/ft/chara/ftYoshi/ftYs_SpecialS.c,916,98.68122,1.31878,2614.8117,no_db_target,0,0,0,False
main/melee/gr/grinishie1,fn_801FBEB8,src/melee/gr/grinishie1.c,180,99.31111,0.68889,2004.2182,no_db_target,0,0,0,False
main/melee/ty/toy,un_80310B48,src/melee/ty/toy.c,2464,97.68831,2.31169,1933.0223,no_db_target,0,0,0,False
main/melee/mn/mnitemsw,fn_80234C24,src/melee/mn/mnitemsw.c,1020,98.03921,1.96079,1912.5827,no_db_target,0,0,0,False
main/sysdolphin/baselib/hsd_3B34,hsd_803B4A2C,src/sysdolphin/baselib/hsd_3B34.c,824,98.30097,1.69903,1800.8135,no_db_target,0,0,0,False
main/melee/gr/grpstadium,grStadium_801D435C,src/melee/gr/grpstadium.c,492,98.80488,1.19512,1556.3540,queued:1,1,0,0,False
main/melee/ft/chara/ftCommon/ftCo_09F7,ftCo_8009F834,src/melee/ft/chara/ftCommon/ftCo_09F7.c,2148,97.29609,2.70391,1418.5687,no_db_target,0,0,0,False
main/melee/ty/toy,un_803075E8,src/melee/ty/toy.c,576,98.47222,1.52778,1408.7800,no_db_target,0,0,0,False
main/melee/ty/toy,un_80307F64,src/melee/ty/toy.c,472,98.64407,1.35593,1308.7483,no_db_target,0,0,0,False
main/melee/gr/grcorneria,grCorneria_801DDAC4,src/melee/gr/grcorneria.c,548,98.35767,1.64233,1241.5825,queued:1,1,0,0,False
main/melee/gm/gm_19EF,fn_8019EFC4,src/melee/gm/gm_19EF.c,524,98.38168,1.61832,1205.8890,no_db_target,0,0,0,False
main/melee/mn/mnsound,mnSound_802492CC,src/melee/mn/mnsound.c,1872,96.99573,3.00427,1099.4213,no_db_target,0,0,0,False
main/melee/gm/gmtou,gm_8019DF8C_OnFrame,src/melee/gm/gmtou.c,1704,97.13615,2.86385,1055.7450,no_db_target,0,0,0,False
main/melee/ty/tyfigupon,un_80316420,src/melee/ty/tyfigupon.c,1212,97.55115,2.44885,892.7526,no_db_target,0,0,0,False
main/melee/ty/tyfigupon,fn_80316C24,src/melee/ty/tyfigupon.c,2328,95.55842,4.44158,872.1168,no_db_target,0,0,0,False
main/sysdolphin/baselib/texpdag,SimplifySrc,src/sysdolphin/baselib/texpdag.c,1036,97.72587,2.27413,827.3840,no_db_target,0,0,0,False
main/melee/gr/grshrineroute,grShrineRoute_80209BEC,src/melee/gr/grshrineroute.c,1300,97.05846,2.94154,781.7339,queued:1,1,0,0,False
main/melee/gr/grcorneria,grCorneria_801E1878,src/melee/gr/grcorneria.c,248,98.77419,1.22581,764.0713,no_db_target,0,0,0,False
main/melee/mn/mnsound,mnSound_80249C08,src/melee/mn/mnsound.c,1172,97.25938,2.74062,762.5243,no_db_target,0,0,0,False
main/melee/ty/toy,fn_80309404,src/melee/ty/toy.c,8492,92.01978,7.98022,762.0369,no_db_target,0,0,0,False
main/melee/mn/mndatadel,fn_8024FD40,src/melee/mn/mndatadel.c,268,98.50746,1.49254,671.8081,queued:1,1,0,0,False
main/melee/gr/grcorneria,grCorneria_801DE024,src/melee/gr/grcorneria.c,1176,96.72449,3.27551,626.5855,no_db_target,0,0,0,False
main/melee/gr/grcorneria,grCorneria_801E03C8,src/melee/gr/grcorneria.c,688,97.97675,2.02325,623.6183,no_db_target,0,0,0,False
main/melee/gr/grshrineroute,fn_80208A38,src/melee/gr/grshrineroute.c,732,97.84153,2.15847,618.7007,no_db_target,0,0,0,False
main/melee/gr/granime,grAnime_801C7228,src/melee/gr/granime.c,772,97.72021,2.27979,614.8784,queued:1,1,0,0,False
main/melee/ty/toy,un_8030FE48,src/melee/ty/toy.c,1148,96.73868,3.26132,614.6806,no_db_target,0,0,0,False
main/sysdolphin/baselib/hsd_3B34,hsd_803B46D4,src/sysdolphin/baselib/hsd_3B34.c,856,97.35981,2.64019,580.4243,no_db_target,0,0,0,False
main/sysdolphin/baselib/leak,HSD_Leak_80387DF8,src/sysdolphin/baselib/leak.c,868,97.30415,2.69585,575.1363,no_db_target,0,0,0,False
main/sysdolphin/baselib/hsd_3A94,hsd_803A949C,src/sysdolphin/baselib/hsd_3A94.c,4852,93.39983,6.60017,558.5892,no_db_target,0,0,0,False
main/melee/ty/toy,un_803078E4,src/melee/ty/toy.c,700,97.71429,2.28571,555.9597,no_db_target,0,0,0,False
main/melee/ft/chara/ftYoshi/ftYs_SpecialS,ftYs_SpecialAirSLoop_1_Anim,src/melee/ft/chara/ftYoshi/ftYs_SpecialS.c,1328,95.86446,4.13554,541.0993,no_db_target,0,0,0,False
main/melee/gm/gm_1A3F,gm_801A4014,src/melee/gm/gm_1A3F.c,616,97.85714,2.14286,524.7652,no_db_target,0,0,0,False
main/melee/ty/toy,fn_8030B530,src/melee/ty/toy.c,11232,87.04166,12.95834,497.1433,no_db_target,0,0,0,False
main/melee/gm/gm_16AE,fn_8016E2BC,src/melee/gm/gm_16AE.c,772,97.19171,2.80829,488.8533,queued:1,1,0,0,False
main/sysdolphin/baselib/hsd_3B34,fn_803B376C,src/sysdolphin/baselib/hsd_3B34.c,1388,95.30836,4.69164,487.1852,no_db_target,0,0,0,False
main/melee/it/items/itlinkhookshot,it_802A5AE0,src/melee/it/items/itlinkhookshot.c,840,96.95715,3.04285,486.3205,queued:1,1,0,0,False
main/melee/mn/mndatadel,mnDataDel_8024FE4C,src/melee/mn/mndatadel.c,804,96.75622,3.24378,433.1252,no_db_target,0,0,0,False
main/melee/cm/camera,Camera_8002B694,src/melee/cm/camera.c,876,96.39269,3.60731,418.1429,no_db_target,0,0,0,False
main/melee/ft/chara/ftCommon/ftCo_DamageIce,ftCo_DamageIce_HitWhileFrozen,src/melee/ft/chara/ftCommon/ftCo_DamageIce.c,580,97.43449,2.56551,405.9248,no_db_target,0,0,0,False
main/melee/mn/mncharsel,fn_8025F0E0,src/melee/mn/mncharsel.c,2528,94.83861,5.16139,395.4672,queued:1,1,0,0,False
main/melee/mn/mndatadel,fn_8024ECCC,src/melee/mn/mndatadel.c,500,97.70400,2.29600,395.1756,no_db_target,0,0,0,False
main/dolphin/thp/THPDec,THPDec_803313D0,extern/dolphin/src/dolphin/thp/THPDec.c,152,98.55263,1.44737,393.5575,queued:1,1,0,0,False
main/melee/cm/camera,Camera_800313E0,src/melee/cm/camera.c,488,97.70492,2.29508,385.8598,no_db_target,0,0,0,False
main/melee/gr/gronett,grOnett_801E40E4,src/melee/gr/gronett.c,204,98.03921,1.96079,382.5165,queued:1,1,0,0,False
main/melee/lb/lbaudio_ax,fn_80025FAC,src/melee/lb/lbaudio_ax.c,756,96.55556,3.44444,380.4375,queued:1,1,0,0,False
main/melee/if/ifstatus,ifStatus_802F61FC,src/melee/if/ifstatus.c,780,96.35897,3.64103,368.3645,queued:2,2,0,0,False
main/melee/ty/tydisplay,un_80319540,src/melee/ty/tydisplay.c,1108,95.08664,4.91336,367.9478,stalled:1,1,1,0,True
main/melee/ft/chara/ftYoshi/ftYs_SpecialS,fn_8012EDE8,src/melee/ft/chara/ftYoshi/ftYs_SpecialS.c,472,97.61017,2.38983,357.0852,no_db_target,0,0,0,False
main/melee/gm/gm_16AE,fn_8016CFE0,src/melee/gm/gm_16AE.c,844,95.91943,4.08057,349.3132,no_db_target,0,0,0,False
main/melee/lb/lbshadow,lbShadow_8000E9F0,src/melee/lb/lbshadow.c,868,95.80645,4.19355,347.9465,no_db_target,0,0,0,False
main/melee/gr/grbigblueroute,grBigBlueRoute_8020CD20,src/melee/gr/grbigblueroute.c,3452,92.64542,7.35458,345.3178,queued:1,1,0,0,False
main/sysdolphin/baselib/synth,HSD_Synth_80389334,src/sysdolphin/baselib/synth.c,956,95.41841,4.58159,345.1863,queued:1,1,0,0,False
main/melee/cm/camera,Camera_800304E0,src/melee/cm/camera.c,424,97.73585,2.26415,340.2454,no_db_target,0,0,0,False
main/melee/cm/camera,Camera_8002F4D4,src/melee/cm/camera.c,616,96.81818,3.18182,339.1568,no_db_target,0,0,0,False
main/melee/gr/grbigblue,grBigBlue_801E8B84,src/melee/gr/grbigblue.c,384,97.91666,2.08334,337.2475,queued:1,1,0,0,False
main/melee/lb/lbaudio_ax,fn_80025E38,src/melee/lb/lbaudio_ax.c,372,97.84946,2.15054,315.6787,no_db_target,0,0,0,False
main/melee/mn/mncharsel,fn_802633B0,src/melee/mn/mncharsel.c,3264,92.35049,7.64951,309.9602,queued:1,1,0,0,False
main/melee/cm/camera,Camera_8002BD88,src/melee/cm/camera.c,648,96.09876,3.90124,282.5932,no_db_target,0,0,0,False
main/melee/mn/mnvibration,fn_80247510,src/melee/mn/mnvibration.c,2932,92.36562,7.63438,279.1664,no_db_target,0,0,0,False
main/melee/mn/mncharsel,mnCharSel_8025DB34,src/melee/mn/mncharsel.c,4952,88.75525,11.24475,273.0367,queued:1,1,0,0,False
main/melee/gr/grbigblue,grBigBlue_801E93D8,src/melee/gr/grbigblue.c,2912,92.23489,7.76511,271.0602,queued:1,1,0,0,False
main/melee/it/itspawn,it_8026D018,src/melee/it/itspawn.c,576,96.34028,3.65972,270.4277,no_db_target,0,0,0,False
main/melee/ty/toy,fn_8030E110,src/melee/ty/toy.c,6464,86.43935,13.56065,265.9175,no_db_target,0,0,0,False
main/melee/ty/toy,un_803109A0,src/melee/ty/toy.c,424,97.07547,2.92453,256.6228,no_db_target,0,0,0,False
main/melee/if/ifstatus,ifStatus_802F5EC0,src/melee/if/ifstatus.c,724,95.20442,4.79558,247.5433,no_db_target,0,0,0,False
main/sysdolphin/baselib/synth,dropcallback,src/sysdolphin/baselib/synth.c,356,97.41573,2.58427,247.1617,no_db_target,0,0,0,False
main/melee/it/itspawn,it_8026CB9C,src/melee/it/itspawn.c,436,96.88074,3.11926,245.4848,no_db_target,0,0,0,False
main/sysdolphin/baselib/hsd_3B5C,hsd_803B5C4C,src/sysdolphin/baselib/hsd_3B5C.c,292,97.80822,2.19178,242.7394,no_db_target,0,0,0,False
main/sysdolphin/baselib/hsd_3B5C,hsd_803B5D70,src/sysdolphin/baselib/hsd_3B5C.c,304,97.69737,2.30263,239.5123,no_db_target,0,0,0,False
main/melee/gr/grbigblue,grBigBlue_801ECB50,src/melee/gr/grbigblue.c,2884,91.45631,8.54369,235.8830,queued:1,1,0,0,False
main/sysdolphin/baselib/hsd_3B5C,fn_803B61B4,src/sysdolphin/baselib/hsd_3B5C.c,1644,94.42579,5.57421,234.0467,no_db_target,0,0,0,False
main/melee/lb/lb_00F9,lb_8000FA94,src/melee/lb/lb_00F9.c,584,95.75343,4.24657,230.6747,no_db_target,0,0,0,False
main/melee/ft/ftcpuattack,ftCo_800B5AB0,src/melee/ft/ftcpuattack.c,1880,93.60426,6.39574,225.3049,queued:1,1,0,0,False
main/melee/gr/grbigblue,grBigBlue_801EE398,src/melee/gr/grbigblue.c,2920,91.06712,8.93288,224.5701,queued:1,1,0,0,False
main/melee/ft/chara/ftCommon/ftCo_Damage,ftCo_8008DCE0,src/melee/ft/chara/ftCommon/ftCo_Damage.c,1976,93.24089,6.75911,220.6384,queued:1,1,0,0,False
main/melee/gr/grbigblue,grBigBlue_801EBAF8,src/melee/gr/grbigblue.c,2708,91.31610,8.68390,216.5825,queued:1,1,0,0,False
main/sysdolphin/baselib/synth,HSD_Synth_8038A000,src/sysdolphin/baselib/synth.c,1444,94.61496,5.38504,214.4923,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,hsd_8039DAD4,src/sysdolphin/baselib/particle.c,4944,86.32201,13.67799,200.5511,queued:1,1,0,0,False
main/melee/gr/gronett,grOnett_801E5538,src/melee/gr/gronett.c,452,96.11504,3.88496,198.0755,no_db_target,0,0,0,False
main/melee/gm/gmcamera,gmCamera_801A26C0,src/melee/gm/gmcamera.c,216,97.96296,2.03704,194.3592,queued:1,1,0,0,False
main/melee/ty/tyfigupon,un_8031753C,src/melee/ty/tyfigupon.c,1316,94.57751,5.42249,193.8244,no_db_target,0,0,0,False
main/melee/mp/mplib,mpLineNextNonLeftWall,src/melee/mp/mplib.c,460,95.95652,4.04348,192.4233,queued:2,2,0,0,False
main/melee/mp/mplib,mpLineNextNonRightWall,src/melee/mp/mplib.c,460,95.95652,4.04348,192.4233,queued:2,2,0,0,False
main/melee/mp/mplib,mpLinePrevNonLeftWall,src/melee/mp/mplib.c,460,95.95652,4.04348,192.4233,queued:2,2,0,0,False
main/melee/mp/mplib,mpLinePrevNonRightWall,src/melee/mp/mplib.c,460,95.95652,4.04348,192.4233,queued:2,2,0,0,False
main/melee/lb/lbaudio_ax,lbAudioAx_80027DF8,src/melee/lb/lbaudio_ax.c,1380,94.23768,5.76232,188.5502,no_db_target,0,0,0,False
main/melee/lb/lbmemory,lbMemory_80015320,src/melee/lb/lbmemory.c,412,96.10680,3.89320,180.1038,no_db_target,0,0,0,False
main/melee/lb/lbarq,lbArq_80014BD0,src/melee/lb/lbarq.c,348,96.55173,3.44827,174.9003,no_db_target,0,0,0,False
main/melee/ft/ftcpuattack,ftCo_800B4AB0,src/melee/ft/ftcpuattack.c,2044,91.72603,8.27397,174.6678,no_db_target,0,0,0,False
main/melee/ft/ftcpuattack,ftCo_800BB220,src/melee/ft/ftcpuattack.c,1352,93.89941,6.10059,172.0066,no_db_target,0,0,0,False
main/melee/gr/grbigblue,grBigBlue_801E6364,src/melee/gr/grbigblue.c,1304,94.00920,5.99080,169.7266,queued:1,1,0,0,False
main/melee/gm/gmregclear,gm_8017DB88,src/melee/gm/gmregclear.c,500,95.08000,4.92000,165.7715,stalled:1,1,1,0,True
main/melee/it/itspawn,it_8026C530,src/melee/it/itspawn.c,300,96.80000,3.20000,164.1148,no_db_target,0,0,0,False
main/melee/gr/grcorneria,grCorneria_801E25C4,src/melee/gr/grcorneria.c,372,96.10753,3.89247,162.6534,no_db_target,0,0,0,False
main/melee/ft/chara/ftCommon/ftCo_0A01,ftCo_800B2AFC,src/melee/ft/chara/ftCommon/ftCo_0A01.c,2228,90.71454,9.28546,162.3125,queued:1,1,0,0,False
main/melee/if/ifstock,ifStock_802F9F48,src/melee/if/ifstock.c,464,95.28449,4.71551,161.8779,queued:1,1,0,0,False
main/sysdolphin/baselib/particle,hsd_80394F48,src/sysdolphin/baselib/particle.c,1544,92.89119,7.10881,161.4872,queued:1,1,0,0,False
main/melee/ty/toy,Toy_LoadLObjList,src/melee/ty/toy.c,300,96.73333,3.26667,160.3331,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,hsd_80393A5C,src/sysdolphin/baselib/particle.c,440,95.44546,4.55454,159.9951,queued:1,1,0,0,False
main/melee/ft/ftcpuattack,ftCo_800B52AC,src/melee/ft/ftcpuattack.c,2052,91.12086,8.87914,159.1435,no_db_target,0,0,0,False
main/melee/it/items/itlinkhookshot,it_802A5320,src/melee/it/items/itlinkhookshot.c,1104,94.42029,5.57971,156.9788,no_db_target,0,0,0,False
main/melee/gr/grzebes,grZebes_801D881C,src/melee/gr/grzebes.c,2272,90.34507,9.65493,156.6129,no_db_target,0,0,0,False
main/melee/mn/mnsnap,mnSnap_80253964,src/melee/mn/mnsnap.c,384,95.82291,4.17709,154.6418,queued:1,1,0,0,False
main/melee/lb/lbarq,lbArq_80014AC4,src/melee/lb/lbarq.c,268,96.94030,3.05970,154.2007,no_db_target,0,0,0,False
main/melee/mp/mplib,mpLib_80053A04_Ceiling,src/melee/mp/mplib.c,464,95.04311,4.95689,152.4564,queued:2,2,0,0,False
main/melee/mp/mplib,mpLib_80053BD4_Ceiling,src/melee/mp/mplib.c,464,95.04311,4.95689,152.4564,queued:2,2,0,0,False
main/melee/gr/grbigblue,grBigBlue_801EB004,src/melee/gr/grbigblue.c,1192,93.88590,6.11410,151.2291,queued:1,1,0,0,False
main/melee/mn/mnsoundtest,fn_8024AED0,src/melee/mn/mnsoundtest.c,992,94.66936,5.33064,149.1956,queued:1,1,0,0,False
main/melee/ty/toy,un_80306D70,src/melee/ty/toy.c,380,95.68421,4.31579,147.2683,no_db_target,0,0,0,False
main/melee/lb/lb_00F9,lb_8001044C,src/melee/lb/lb_00F9.c,4520,84.30266,15.69734,145.3453,no_db_target,0,0,0,False
main/melee/ft/chara/ftKirby/ftkirbyspecialmars,ftKb_MsSpecialAirNEnd_Anim,src/melee/ft/chara/ftKirby/ftkirbyspecialmars.c,248,96.96774,3.03226,144.1433,no_db_target,0,0,0,False
main/melee/gr/grmaterial,grMaterial_801C92C0,src/melee/gr/grmaterial.c,432,95.09259,4.90741,143.6693,queued:1,1,0,0,False
main/melee/ft/ftafterimage,ftCo_800C2600,src/melee/ft/ftafterimage.c,2520,88.98572,11.01428,143.3282,no_db_target,0,0,0,False
main/melee/ty/toy,un_80307470,src/melee/ty/toy.c,376,95.56383,4.43617,141.0607,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,hsd_80393EF4,src/sysdolphin/baselib/particle.c,372,95.54839,4.45161,138.9871,queued:1,1,0,0,False
main/melee/mp/mplib,mpCeilingGetLeft,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpCeilingGetRight,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpFloorGetLeft,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpFloorGetRight,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpLeftWallGetBottom,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpLeftWallGetTop,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpRightWallGetBottom,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/mp/mplib,mpRightWallGetTop,src/melee/mp/mplib.c,356,95.70786,4.29214,138.8628,queued:2,2,0,0,False
main/melee/lb/lbmthp,lbMthp_8001F410,src/melee/lb/lbmthp.c,360,95.66666,4.33334,138.8518,no_db_target,0,0,0,False
main/melee/gr/grhomerun,grHomeRun_8021E500,src/melee/gr/grhomerun.c,1172,93.51877,6.48123,138.1007,queued:1,1,0,0,False
main/melee/gr/grhomerun,grHomeRun_8021D680,src/melee/gr/grhomerun.c,2096,90.03053,9.96947,137.9885,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,psInitDataBankLoad,src/sysdolphin/baselib/particle.c,288,96.40278,3.59722,137.9139,queued:1,1,0,0,False
main/melee/lb/lbaudio_ax,lbAudioAx_80028690,src/melee/lb/lbaudio_ax.c,1180,93.44746,6.55254,137.1134,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,hsd_803962A8,src/sysdolphin/baselib/particle.c,1016,94.05512,5.94488,133.5211,queued:1,1,0,0,False
main/melee/ty/tyfigupon,un_80317D80_OnEnter,src/melee/ty/tyfigupon.c,1084,93.69742,6.30258,132.3527,no_db_target,0,0,0,False
main/melee/mn/mnname,CompareNameStrings,src/melee/mn/mnname.c,336,95.71429,4.28571,131.2930,queued:1,1,0,0,False
main/sysdolphin/baselib/particle,fn_80394DF4,src/sysdolphin/baselib/particle.c,152,97.86842,2.13158,130.2296,queued:1,1,0,0,False
main/melee/gr/grshrineroute,grShrineRoute_8020A21C,src/melee/gr/grshrineroute.c,1608,91.32089,8.67911,128.7038,no_db_target,0,0,0,False
main/sysdolphin/baselib/particle,hsd_8039CF4C,src/sysdolphin/baselib/particle.c,252,96.58730,3.41270,128.1568,queued:1,1,0,0,False
main/melee/mp/mpisland,mpIsland_8005B004,src/melee/mp/mpisland.c,816,94.81373,5.18627,126.9064,no_db_target,0,0,0,False
main/melee/gm/gmtou,gm_8019E634,src/melee/gm/gmtou.c,1656,90.94444,9.05556,124.9598,no_db_target,0,0,0,False
main/melee/gm/gm_1B03,gm_801B0474,src/melee/gm/gm_1B03.c,384,95.00000,5.00000,124.8584,no_db_target,0,0,0,False
main/melee/gm/gm_18A5,fn_8018AA74,src/melee/gm/gm_18A5.c,1564,91.29923,8.70077,124.7523,queued:2,2,0,0,False
